"Date","Adjusted","Opening","High","Low","Close","Volume"
2021-12-20,314.792236328125,320.049987792969,322.799987792969,317.570007324219,319.910003662109,28326500
2021-12-21,322.05419921875,323.290008544922,327.730010986328,319.799987792969,327.290008544922,24740600
2021-12-22,327.869659423828,328.299987792969,333.609985351562,325.75,333.200012207031,24831500
2021-12-23,329.335815429688,332.75,336.390014648438,332.730010986328,334.690002441406,19617800
2021-12-27,336.9716796875,335.459991455078,342.480010986328,335.429992675781,342.450012207031,19947000
2021-12-28,335.790863037109,343.149993896484,343.809997558594,340.320007324219,341.25,15661500
2021-12-29,336.479705810547,341.299987792969,344.299987792969,339.679992675781,341.950012207031,15042000
2021-12-30,333.891723632812,341.910003662109,343.130004882812,338.820007324219,339.320007324219,15994500
2021-12-31,330.939788818359,338.510009765625,339.359985351562,335.850006103516,336.320007324219,18000800
2022-01-03,329.394866943359,335.350006103516,338,329.779998779297,334.75,28865100
2022-01-04,323.746734619141,334.829986572266,335.200012207031,326.119995117188,329.010009765625,32674300
2022-01-05,311.318756103516,325.859985351562,326.070007324219,315.980010986328,316.380004882812,40054300
2022-01-06,308.858673095703,313.149993896484,318.700012207031,311.489990234375,313.880004882812,39646100
2022-01-07,309.016174316406,314.149993896484,316.5,310.089996337891,314.040008544922,32720000
2022-01-10,309.242492675781,309.489990234375,314.720001220703,304.690002441406,314.269989013672,44289500
2022-01-11,309.941131591797,313.380004882812,316.609985351562,309.890014648438,314.980010986328,29386800
2022-01-12,313.178497314453,319.670013427734,323.410003662109,317.079986572266,318.269989013672,34372200
2022-01-13,299.924011230469,320.470001220703,320.880004882812,304,304.799987792969,45366000
2022-01-14,305.237609863281,304.25,310.820007324219,303.75,310.200012207031,39846400
2022-01-18,297.808349609375,304.070007324219,309.799987792969,301.739990234375,302.649993896484,42333200
2022-01-19,298.4775390625,306.290008544922,313.910003662109,302.700012207031,303.329986572266,45933900
2022-01-20,296.775177001953,309.070007324219,311.649993896484,301.140014648438,301.600006103516,35380700
2022-01-21,291.294311523438,302.690002441406,304.109985351562,295.609985351562,296.029998779297,57984400
2022-01-24,291.628875732422,292.200012207031,297.109985351562,276.049987792969,296.369995117188,85731500
2022-01-25,283.874908447266,291.519989013672,294.989990234375,285.170013427734,288.489990234375,72848600
2022-01-26,291.963409423828,307.989990234375,308.5,293.029998779297,296.709991455078,90428900
2022-01-27,295.043334960938,302.660003662109,307.299987792969,297.929992675781,299.839996337891,53481300
2022-01-28,303.328643798828,300.230010986328,308.480010986328,294.450012207031,308.260009765625,49743700
2022-01-31,306.005126953125,308.950012207031,312.380004882812,306.369995117188,310.980010986328,46444500
2022-02-01,303.820648193359,310.410003662109,310.630004882812,305.130004882812,308.760009765625,40950400
2022-02-02,308.445404052734,309.630004882812,315.119995117188,308.880004882812,313.459991455078,36636000
2022-02-03,296.430755615234,309.489990234375,311.230010986328,299.959991455078,301.25,43730000
2022-02-04,301.045745849609,300.209991455078,308.799987792969,299.970001220703,305.940002441406,35096500
2022-02-07,296.135589599609,306.170013427734,307.839996337891,299.899993896484,300.950012207031,28533300
2022-02-08,299.687866210938,301.25,305.559997558594,299.950012207031,304.559997558594,32421200
2022-02-09,306.231414794922,309.869995117188,311.929992675781,307.390014648438,311.209991455078,31284700
2022-02-10,297.542694091797,304.040008544922,309.119995117188,300.700012207031,302.380004882812,45386200
2022-02-11,290.320129394531,303.190002441406,304.290008544922,294.220001220703,295.040008544922,39175600
2022-02-14,290.28076171875,293.769989013672,296.760009765625,291.350006103516,295,36359500
2022-02-15,295.663208007812,300.010009765625,300.799987792969,297.019989013672,300.470001220703,27058300
2022-02-16,295.318145751953,298.369995117188,300.869995117188,293.679992675781,299.5,29982100
2022-02-17,286.670593261719,296.359985351562,296.799987792969,290,290.730010986328,32461600
2022-02-18,283.909637451172,293.049987792969,293.859985351562,286.309997558594,287.929992675781,34264000
2022-02-22,283.702606201172,285,291.540008544922,284.5,287.720001220703,41736100
2022-02-23,276.356658935547,290.179992675781,291.700012207031,280.100006103516,280.269989013672,37811200
2022-02-24,290.476715087891,272.510009765625,295.160003662109,271.519989013672,294.589996337891,56989700
2022-02-25,293.158721923828,295.140014648438,297.630004882812,291.649993896484,297.309997558594,32546700
2022-02-28,294.618041992188,294.309997558594,299.140014648438,293,298.790008544922,34627500
2022-03-01,290.831695556641,296.399993896484,299.970001220703,292.149993896484,294.950012207031,31217800
2022-03-02,295.99853515625,295.359985351562,301.470001220703,293.700012207031,300.190002441406,31873000
2022-03-03,291.788146972656,302.890014648438,303.130004882812,294.049987792969,295.920013427734,27314500
2022-03-04,285.812744140625,294.290008544922,295.660003662109,287.170013427734,289.859985351562,32356500
2022-03-07,275.015655517578,288.529998779297,289.690002441406,278.529998779297,278.910003662109,43157200
2022-03-08,271.998382568359,277.799987792969,283.959991455078,270,275.850006103516,48159500
2022-03-09,284.471740722656,283.440002441406,289.600006103516,280.779998779297,288.5,35204500
2022-03-10,281.602325439453,283.019989013672,286.600006103516,280.579986572266,285.589996337891,30628000
2022-03-11,276.159484863281,287.959991455078,289.510009765625,279.429992675781,280.070007324219,27209300
2022-03-14,272.580108642578,280.339996337891,285.399993896484,275.820007324219,276.440002441406,30660700
2022-03-15,283.140594482422,280.350006103516,287.820007324219,278.730010986328,287.149993896484,34245100
2022-03-16,290.279479980469,289.109985351562,294.570007324219,283.200012207031,294.390014648438,37826300
2022-03-17,291.097869873047,293.290008544922,295.609985351562,289.369995117188,295.220001220703,30816600
2022-03-18,296.235137939453,295.369995117188,301,292.730010986328,300.429992675781,43390600
2022-03-21,294.98291015625,298.890014648438,300.140014648438,294.899993896484,299.160003662109,28351200
2022-03-22,299.814453125,299.799987792969,305,298.769989013672,304.059997558594,27599700
2022-03-23,295.308319091797,300.510009765625,303.230010986328,297.720001220703,299.489990234375,25715400
2022-03-24,299.853942871094,299.140014648438,304.200012207031,298.320007324219,304.100006103516,24484500
2022-03-25,299.439788818359,305.230010986328,305.5,299.290008544922,303.679992675781,22566500
2022-03-28,306.36181640625,304.329986572266,310.799987792969,304.329986572266,310.700012207031,29578200
2022-03-29,311.005981445312,313.910003662109,315.820007324219,309.049987792969,315.410003662109,30393400
2022-03-30,309.477661132812,313.760009765625,315.950012207031,311.579986572266,313.859985351562,28163600
2022-03-31,304.005126953125,313.899993896484,315.140014648438,307.890014648438,308.309997558594,33422100
2022-04-01,305.099609375,309.369995117188,310.130004882812,305.540008544922,309.420013427734,27110500
2022-04-04,310.572113037109,310.089996337891,315.109985351562,309.709991455078,314.970001220703,24289600
2022-04-05,306.539245605469,313.269989013672,314.869995117188,309.869995117188,310.880004882812,23156700
2022-04-06,295.318145751953,305.190002441406,307,296.709991455078,299.5,40110400
2022-04-07,297.162017822266,296.660003662109,303.649993896484,296.350006103516,301.369995117188,31411200
2022-04-08,292.823455810547,300.440002441406,301.119995117188,296.279998779297,296.970001220703,24361900
2022-04-11,281.277008056641,291.790008544922,292.609985351562,285,285.260009765625,34569300
2022-04-12,278.121643066406,289.239990234375,290.739990234375,280.489990234375,282.059997558594,30966700
2022-04-13,283.60400390625,282.730010986328,288.579986572266,281.299987792969,287.619995117188,21907200
2022-04-14,275.922760009766,288.089996337891,288.309997558594,279.320007324219,279.829986572266,28221600
2022-04-18,276.603118896484,278.910003662109,282.459991455078,278.339996337891,280.519989013672,20778000
2022-04-19,281.31640625,279.380004882812,286.170013427734,278.410003662109,285.299987792969,22297700
2022-04-20,282.361602783203,289.399993896484,289.700012207031,285.369995117188,286.359985351562,22906700
2022-04-21,276.889099121094,288.579986572266,293.299987792969,280.059997558594,280.809997558594,29454600
2022-04-22,270.203796386719,281.679992675781,283.200012207031,273.380004882812,274.029998779297,29405800
2022-04-25,276.800384521484,273.290008544922,281.109985351562,270.769989013672,280.720001220703,35678900
2022-04-26,266.446990966797,277.5,278.359985351562,270,270.220001220703,46518400
2022-04-27,279.265441894531,282.100006103516,290.970001220703,279.160003662109,283.220001220703,63477700
2022-04-28,285.585968017578,285.190002441406,290.980010986328,281.459991455078,289.630004882812,33646600
2022-04-29,273.64501953125,288.609985351562,289.880004882812,276.5,277.519989013672,37073900
2022-05-02,280.498016357422,277.709991455078,284.940002441406,276.220001220703,284.470001220703,35151100
2022-05-03,277.845550537109,283.959991455078,284.130004882812,280.149993896484,281.779998779297,25978600
2022-05-04,285.931091308594,282.589996337891,290.880004882812,276.730010986328,289.980010986328,33599300
2022-05-05,273.477447509766,285.540008544922,286.350006103516,274.339996337891,277.350006103516,43260400
2022-05-06,270.893981933594,274.809997558594,279.25,271.269989013672,274.730010986328,37780300
2022-05-09,260.885681152344,270.059997558594,272.359985351562,263.320007324219,264.579986572266,47726000
2022-05-10,265.737030029297,271.690002441406,273.75,265.070007324219,269.5,39336400
2022-05-11,256.911987304688,265.679992675781,271.359985351562,259.299987792969,260.549987792969,48975900
2022-05-12,251.784622192383,257.690002441406,259.880004882812,250.020004272461,255.350006103516,51033800
2022-05-13,257.474029541016,257.350006103516,263.040008544922,255.350006103516,261.119995117188,34925100
2022-05-16,257.848754882812,259.959991455078,265.820007324219,255.779998779297,261.5,32550900
2022-05-17,263.094482421875,266.109985351562,268.329986572266,262.459991455078,266.820007324219,28828800
2022-05-18,251.115844726562,263,263.600006103516,252.770004272461,254.080001831055,31356000
2022-05-19,250.186828613281,253.899993896484,257.670013427734,251.880004882812,253.139999389648,32692300
2022-05-20,249.61360168457,257.239990234375,258.540008544922,246.440002441406,252.559997558594,39199300
2022-05-23,257.609191894531,255.490005493164,261.5,253.429992675781,260.649993896484,33175400
2022-05-24,256.591217041016,257.890014648438,261.329986572266,253.5,259.619995117188,29043900
2022-05-25,259.457336425781,258.140014648438,264.579986572266,257.130004882812,262.519989013672,28547900
2022-05-26,262.797973632812,262.269989013672,267.109985351562,261.429992675781,265.899993896484,25002100
2022-05-27,270.052307128906,268.480010986328,273.339996337891,267.559997558594,273.239990234375,26910800
2022-05-31,268.698303222656,272.529998779297,274.769989013672,268.929992675781,271.869995117188,37827700
2022-06-01,269.241882324219,275.200012207031,277.690002441406,270.040008544922,272.420013427734,25292200
2022-06-02,271.376678466797,264.450012207031,274.649993896484,261.600006103516,274.579986572266,44008200
2022-06-03,266.869903564453,270.309997558594,273.450012207031,268.410003662109,270.019989013672,28059000
2022-06-06,265.614715576172,272.059997558594,274.179992675781,267.220001220703,268.75,22400300
2022-06-07,269.320953369141,266.640014648438,273.130004882812,265.940002441406,272.5,22860700
2022-06-08,267.25537109375,271.709991455078,273,269.609985351562,270.410003662109,17372300
2022-06-09,261.700927734375,267.779998779297,272.709991455078,264.630004882812,264.790008544922,26439700
2022-06-10,250.03857421875,260.579986572266,260.579986572266,252.529998779297,252.990005493164,31422800
2022-06-13,239.433746337891,245.110000610352,249.020004272461,241.529998779297,242.259994506836,46135800
2022-06-14,241.637741088867,243.860000610352,245.740005493164,241.509994506836,244.490005493164,28651500
2022-06-15,248.822937011719,248.309997558594,255.300003051758,246.419998168945,251.759994506836,33111700
2022-06-16,242.11213684082,245.979995727539,247.419998168945,243.020004272461,244.970001220703,33169200
2022-06-17,244.760848999023,244.699996948242,250.5,244.029998779297,247.649993896484,43084800
2022-06-21,250.779830932617,250.259994506836,254.75,249.509994506836,253.740005493164,29928300
2022-06-22,250.176940917969,251.889999389648,257.170013427734,250.369995117188,253.130004882812,25939900
2022-06-23,255.840072631836,255.570007324219,259.369995117188,253.630004882812,258.859985351562,25861400
2022-06-24,264.576965332031,261.809997558594,267.980010986328,261.720001220703,267.700012207031,33923200
2022-06-27,261.799774169922,268.209991455078,268.299987792969,263.279998779297,264.890014648438,24615100
2022-06-28,253.487854003906,263.980010986328,266.910003662109,256.320007324219,256.480010986328,27295500
2022-06-29,257.223754882812,257.589996337891,261.970001220703,255.759994506836,260.260009765625,20069800
2022-06-30,253.833740234375,257.049987792969,259.529998779297,252.899993896484,256.829986572266,31730900
2022-07-01,256.551696777344,256.390014648438,259.769989013672,254.610000610352,259.579986572266,22837700
2022-07-05,259.783569335938,256.160003662109,262.980010986328,254.740005493164,262.850006103516,22941000
2022-07-06,263.104339599609,263.75,267.989990234375,262.399993896484,266.209991455078,23824400
2022-07-07,265.268798828125,265.119995117188,269.059997558594,265.019989013672,268.399993896484,20859900
2022-07-08,264.537414550781,264.790008544922,268.100006103516,263.290008544922,267.660003662109,19658800
2022-07-11,261.424194335938,265.649993896484,266.529998779297,262.179992675781,264.510009765625,19455200
2022-07-12,250.710632324219,265.880004882812,265.940002441406,252.039993286133,253.669998168945,35868500
2022-07-13,249.771713256836,250.190002441406,253.550003051758,248.110000610352,252.720001220703,29497400
2022-07-14,251.115844726562,250.570007324219,255.139999389648,245.940002441406,254.080001831055,25102800
2022-07-15,253.725036621094,255.720001220703,260.369995117188,254.770004272461,256.720001220703,29774100
2022-07-18,251.283874511719,259.75,260.839996337891,253.300003051758,254.25,20975000
2022-07-19,256.502258300781,257.579986572266,259.720001220703,253.679992675781,259.529998779297,25012600
2022-07-20,259.210327148438,259.899993896484,264.869995117188,258.910003662109,262.269989013672,22788300
2022-07-21,261.750335693359,259.790008544922,264.890014648438,257.029998779297,264.839996337891,22404700
2022-07-22,257.322540283203,265.239990234375,265.329986572266,259.070007324219,260.359985351562,21881300
2022-07-25,255.810455322266,261,261.5,256.809997558594,258.829986572266,21056000
2022-07-26,248.961288452148,259.859985351562,259.880004882812,249.570007324219,251.899993896484,39348000
2022-07-27,265.604827880859,261.160003662109,270.049987792969,258.850006103516,268.739990234375,45994000
2022-07-28,273.185333251953,269.75,277.839996337891,267.869995117188,276.410003662109,33459300
2022-07-29,277.464813232422,277.700012207031,282,276.630004882812,280.739990234375,32152800
2022-08-01,274.766693115234,277.820007324219,281.279998779297,275.839996337891,278.010009765625,21539600
2022-08-02,271.613922119141,276,277.890014648438,272.380004882812,274.820007324219,22754200
2022-08-03,279.174652099609,276.760009765625,283.5,276.609985351562,282.470001220703,23518900
2022-08-04,280.340881347656,281.799987792969,283.799987792969,280.170013427734,283.649993896484,18098700
2022-08-05,279.609466552734,279.149993896484,283.649993896484,278.679992675781,282.910003662109,16774600
2022-08-08,277.049743652344,284.049987792969,285.920013427734,279.320007324219,280.320007324219,18739200
2022-08-09,279.006622314453,279.640014648438,283.079986572266,277.609985351562,282.299987792969,23405200
2022-08-10,285.78662109375,288.170013427734,289.809997558594,286.940002441406,289.160003662109,24687800
2022-08-11,283.671569824219,290.850006103516,291.209991455078,286.510009765625,287.019989013672,20065900
2022-08-12,288.504516601562,288.480010986328,291.910003662109,286.940002441406,291.910003662109,22619700
2022-08-15,290.046356201172,291,294.179992675781,290.109985351562,293.470001220703,18085700
2022-08-16,289.295196533203,291.989990234375,294.040008544922,290.420013427734,292.709991455078,18102900
2022-08-17,288.532531738281,289.739990234375,293.350006103516,289.470001220703,291.320007324219,18253400
2022-08-18,287.393585205078,290.190002441406,291.910003662109,289.079986572266,290.170013427734,17186200
2022-08-19,283.411987304688,288.899993896484,289.25,285.559997558594,286.149993896484,20570000
2022-08-22,275.092376708984,282.079986572266,282.459991455078,277.220001220703,277.75,25061100
2022-08-23,273.794921875,276.440002441406,278.859985351562,275.399993896484,276.440002441406,17527400
2022-08-24,273.151153564453,275.410003662109,277.230010986328,275.109985351562,275.790008544922,18137000
2022-08-25,276.181884765625,277.329986572266,279.019989013672,274.519989013672,278.850006103516,16583400
2022-08-26,265.524810791016,279.079986572266,280.339996337891,267.980010986328,268.089996337891,27549300
2022-08-29,262.692230224609,265.850006103516,267.399993896484,263.850006103516,265.230010986328,20338500
2022-08-30,260.453796386719,266.670013427734,267.049987792969,260.660003662109,262.970001220703,22767100
2022-08-31,258.968170166016,265.390014648438,267.109985351562,261.329986572266,261.470001220703,24791800
2022-09-01,257.908355712891,258.869995117188,260.890014648438,255.410003662109,260.399993896484,23263400
2022-09-02,253.609924316406,261.700012207031,264.739990234375,254.470001220703,256.059997558594,22855400
2022-09-06,250.826812744141,256.200012207031,257.829986572266,251.940002441406,253.25,21328200
2022-09-07,255.620498657227,254.699996948242,258.829986572266,253.220001220703,258.089996337891,24126700
2022-09-08,256.046356201172,257.510009765625,260.429992675781,254.789993286133,258.519989013672,20319900
2022-09-09,261.929534912109,260.5,265.230010986328,260.290008544922,264.459991455078,22084700
2022-09-12,264.0986328125,265.779998779297,267.450012207031,265.160003662109,266.649993896484,18747700
2022-09-13,249.578872680664,258.839996337891,260.399993896484,251.589996337891,251.990005493164,33353300
2022-09-14,249.806671142578,253.529998779297,254.229995727539,249.860000610352,252.220001220703,23913000
2022-09-15,243.032119750977,249.770004272461,251.399993896484,244.020004272461,245.380004882812,31530900
2022-09-16,242.398254394531,244.259994506836,245.300003051758,242.059997558594,244.740005493164,39791800
2022-09-19,242.18034362793,242.470001220703,245.139999389648,240.850006103516,244.520004272461,26826900
2022-09-20,240.130157470703,242.070007324219,243.509994506836,239.639999389648,242.449996948242,26660300
2022-09-21,236.663635253906,244.270004272461,247.660003662109,238.899993896484,238.949996948242,28625600
2022-09-22,238.674209594727,237.869995117188,243.860000610352,237.570007324219,240.979995727539,31061200
2022-09-23,235.643493652344,239.539993286133,241.130004882812,235.199996948242,237.919998168945,34176000
2022-09-26,235.177993774414,237.050003051758,241.449996948242,236.899993896484,237.449996948242,27694200
2022-09-27,234.14794921875,239.979995727539,241.800003051758,234.5,236.410003662109,27018700
2022-09-28,238.763381958008,236.809997558594,242.330001831055,234.729995727539,241.070007324219,29029700
2022-09-29,235.227523803711,238.889999389648,239.949996948242,234.410003662109,237.5,27484200
2022-09-30,230.671524047852,238.289993286133,240.539993286133,232.729995727539,232.899993896484,35694800
2022-10-03,238.4365234375,235.410003662109,241.610000610352,234.660003662109,240.740005493164,28880400
2022-10-04,246.498641967773,245.089996337891,250.360000610352,244.979995727539,248.880004882812,34888400
2022-10-05,246.815551757812,245.990005493164,250.580001831055,244.100006103516,249.199996948242,20347100
2022-10-06,244.428619384766,247.929992675781,250.339996337891,246.080001831055,246.789993286133,20239900
2022-10-07,231.998718261719,240.899993896484,241.320007324219,233.169998168945,234.240005493164,37769600
2022-10-10,227.056457519531,233.050003051758,234.559997558594,226.729995727539,229.25,29743600
2022-10-11,223.253189086914,227.619995117188,229.059997558594,224.110000610352,225.410003662109,30474000
2022-10-12,223.589950561523,225.399993896484,227.860000610352,223.960006713867,225.75,21903900
2022-10-13,231.998718261719,219.850006103516,236.100006103516,219.130004882812,234.240005493164,42551800
2022-10-14,226.373046875,235.539993286133,237.240005493164,228.339996337891,228.559997558594,30198600
2022-10-17,235.257232666016,235.820007324219,238.960006713867,235.139999389648,237.529998779297,28142300
2022-10-18,236.217956542969,243.240005493164,243.929992675781,235.369995117188,238.5,26329600
2022-10-19,234.217269897461,237.039993286133,239.610000610352,234.289993286133,236.479995727539,19985700
2022-10-20,233.890426635742,235.770004272461,241.309997558594,234.869995117188,236.149993896484,21811000
2022-10-21,239.803329467773,234.740005493164,243,234.5,242.119995117188,26299700
2022-10-24,244.884231567383,243.759994506836,247.839996337891,241.300003051758,247.25,24911200
2022-10-25,248.261581420898,247.259994506836,251.039993286133,245.830001831055,250.660003662109,34775500
2022-10-26,229.106643676758,231.169998168945,238.300003051758,230.059997558594,231.320007324219,82543200
2022-10-27,224.580368041992,231.039993286133,233.690002441406,225.779998779297,226.75,40424600
2022-10-28,233.61311340332,226.240005493164,236.600006103516,226.050003051758,235.869995117188,40647700
2022-10-31,229.908889770508,233.759994506836,234.919998168945,231.149993896484,232.130004882812,28357300
2022-11-01,225.986785888672,234.600006103516,235.740005493164,227.330001831055,228.169998168945,30592300
2022-11-02,217.994003295898,229.460006713867,231.300003051758,220.039993286133,220.100006103516,38407000
2022-11-03,212.199981689453,220.089996337891,220.410003662109,213.979995727539,214.25,36633900
2022-11-04,219.271667480469,217.550003051758,221.589996337891,213.429992675781,221.389999389648,36789100
2022-11-07,225.689651489258,221.990005493164,228.410003662109,221.279998779297,227.869995117188,33498000
2022-11-08,226.680084228516,228.699996948242,231.649993896484,225.839996337891,228.869995117188,28192500
2022-11-09,222.361801147461,227.369995117188,228.630004882812,224.330001831055,224.509994506836,27852900
2022-11-10,240.655075073242,235.429992675781,243.330001831055,235,242.979995727539,46268000
2022-11-11,244.745574951172,242.990005493164,247.990005493164,241.929992675781,247.110000610352,34620200
2022-11-14,239.23876953125,241.990005493164,243.910003662109,239.210006713867,241.550003051758,31123300
2022-11-15,239.654739379883,245.660003662109,247,240.029998779297,241.970001220703,31390100
2022-11-16,240.091751098633,242.789993286133,243.800003051758,240.419998168945,241.729995727539,24093300
2022-11-17,240.042083740234,237.779998779297,243.25,237.630004882812,241.679992675781,23123500
2022-11-18,239.585220336914,243.509994506836,243.740005493164,239.029998779297,241.220001220703,27613500
