"ContractID","ConractSize","Currency","Expiration","Strike","Last","Chg","ChgPct","Bid","Ask","Vol","OI","LastTradeTime","IV","ITM"
"MSFT230915C00110000","REGULAR","USD",2023-09-15,110,219.17,0,0,223,224.6,1,4,2023-08-23 13:43:20,2.68164392089844,TRUE
"MSFT230915C00115000","REGULAR","USD",2023-09-15,115,208.45,0,0,218.1,219.6,1,2,2023-08-10 15:08:16,2.63867527832031,TRUE
"MSFT230915C00120000","REGULAR","USD",2023-09-15,120,192.91,0,0,212.9,214.4,3,54,2023-08-18 10:08:27,2.2343794140625,TRUE
"MSFT230915C00125000","REGULAR","USD",2023-09-15,125,197.25,0,0,207.95,209.75,20,265,2023-08-24 15:29:04,2.44336326660156,TRUE
"MSFT230915C00130000","REGULAR","USD",2023-09-15,130,203.83,5.9799957,3.0224895,202.35,204.65,77,366,2023-09-05 15:15:06,2.85010053100586,TRUE
"MSFT230915C00135000","REGULAR","USD",2023-09-15,135,186.36,0,0,198,200.45,60,295,2023-08-24 15:27:23,2.53808959228516,TRUE
"MSFT230915C00140000","REGULAR","USD",2023-09-15,140,121.31,0,0,101.25,105,4,315,2022-12-14 14:46:44,1e-05,TRUE
"MSFT230915C00145000","REGULAR","USD",2023-09-15,145,178.22,0,0,187.45,189.65,1,77,2023-08-22 13:20:10,0.500005,TRUE
"MSFT230915C00150000","REGULAR","USD",2023-09-15,150,176.35,0,0,182.6,184.5,1,43,2023-08-29 10:17:10,0.500005,TRUE
"MSFT230915C00155000","REGULAR","USD",2023-09-15,155,159.36,0,0,0,0,8,265,2023-05-16 14:39:54,1e-05,TRUE
"MSFT230915C00160000","REGULAR","USD",2023-09-15,160,206.45,0,0,156.6,158.9,11,125,2023-07-18 12:34:47,1e-05,TRUE
"MSFT230915C00165000","REGULAR","USD",2023-09-15,165,98.57,0,0,78.85,82.25,19,279,2022-12-14 14:47:16,1e-05,TRUE
"MSFT230915C00170000","REGULAR","USD",2023-09-15,170,176.95,0,0,157.5,159.5,1,183,2023-07-24 10:31:57,1e-05,TRUE
"MSFT230915C00175000","REGULAR","USD",2023-09-15,175,162.39,0,0,167.6,171.35,6,152,2023-06-23 11:20:02,3.54174919250488,TRUE
