"Indx","Call_ContractID","Call_Bid","Call_Ask","Call_Vol","Call_OI","Call_PrChg","Call_PrChgPct","Call_LastTrTime","Call_LastPr","Call_ImplVol","Call_ITM","Strike","Put_ITM","Put_ImplVol","Put_LastPr","Put_LastTrTime","Put_PrChgPct","Put_PrChg","Put_OI","Put_Vol","Put_Ask","Put_Bid","Put_ContractID"
1,"MSFT230915C00110000",216.75,219.75,1,4,0,0,2023-08-23 13:43:20,219.17,2.80664360839844,TRUE,110,FALSE,1.71875140625,0.01,2023-08-11 14:31:24,0,0,1764,1,0.03,0,"MSFT230915P00110000"
2,"MSFT230915C00115000",211.75,214.75,1,2,0,0,2023-08-10 15:08:16,208.45,2.70019856201172,TRUE,115,FALSE,1.75000125,0.01,2023-08-16 13:13:48,0,0,1477,1,0.06,0,"MSFT230915P00115000"
3,"MSFT230915C00120000",206.75,209.75,3,54,0,0,2023-08-18 10:08:27,192.91,2.59863631591797,TRUE,120,FALSE,1.53125234375,0.01,2023-07-26 13:53:51,0,0,2510,1,0.02,0,"MSFT230915P00120000"
4,"MSFT230915C00125000",201.75,204.75,20,265,0,0,2023-08-24 15:29:04,197.25,2.50098031005859,TRUE,125,FALSE,1.53125234375,0.01,2023-07-20 12:22:01,0,0,1153,6,0.03,0,"MSFT230915P00125000"
5,"MSFT230915C00130000",196.8,199.7,5,368,-0.75,-0.3776435,2023-09-01 15:08:45,197.85,2.38867590332031,TRUE,130,FALSE,1.53125234375,0.02,2023-07-27 14:58:26,0,0,3955,3,0.05,0,"MSFT230915P00130000"
6,"MSFT230915C00135000",191.8,194.8,60,295,0,0,2023-08-24 15:27:23,186.36,2.33594166015625,TRUE,135,FALSE,1.86914127929688,0.02,2023-07-27 15:58:43,0,0,1226,3,0.5,0,"MSFT230915P00135000"
7,"MSFT230915C00140000",101.25,105,4,315,0,0,2022-12-14 14:46:44,121.31,1e-05,TRUE,140,FALSE,1.359378203125,0.01,2023-08-07 13:05:38,0,0,754,1,0.03,0,"MSFT230915P00140000"
8,"MSFT230915C00145000",181.8,184.8,1,77,0,0,2023-08-22 13:20:10,178.22,2.16504364990234,TRUE,145,FALSE,2.13965308837891,0.02,2023-07-21 15:52:21,0,0,372,1,2.13,0,"MSFT230915P00145000"
9,"MSFT230915C00150000",176.9,179.65,1,43,0,0,2023-08-29 10:17:10,176.35,2.03418460205078,TRUE,150,FALSE,1.203128984375,0.01,2023-08-15 11:28:04,0,0,1201,3,0.02,0,"MSFT230915P00150000"
10,"MSFT230915C00155000",0,0,8,265,0,0,2023-05-16 14:39:54,159.36,1e-05,TRUE,155,FALSE,1.2265663671875,0.01,2023-08-09 10:49:33,0,0,1529,2,0.04,0,"MSFT230915P00155000"
11,"MSFT230915C00160000",156.6,158.9,11,125,0,0,2023-07-18 12:34:47,206.45,1e-05,TRUE,160,FALSE,1.1796916015625,0.01,2023-08-29 13:21:05,0,0,2077,3,0.04,0,"MSFT230915P00160000"
12,"MSFT230915C00165000",78.85,82.25,19,279,0,0,2022-12-14 14:47:16,98.57,1e-05,TRUE,165,FALSE,1.171879140625,0.01,2023-08-30 14:24:07,0,0,1242,2,0.06,0,"MSFT230915P00165000"
13,"MSFT230915C00170000",157.5,159.5,1,183,0,0,2023-07-24 10:31:57,176.95,1.69287262939453,TRUE,170,FALSE,1.76318477783203,0.01,2023-08-29 13:28:07,0,0,1712,20,2.13,0,"MSFT230915P00170000"
14,"MSFT230915C00175000",167.6,171.35,6,152,0,0,2023-06-23 11:20:02,162.39,3.41870262512207,TRUE,175,FALSE,1.69433746582031,0.01,2023-08-18 15:45:34,0,0,3248,5,2.13,0,"MSFT230915P00175000"
15,"MSFT230915C00180000",135,139,2,451,0,0,2023-07-19 10:33:15,179.2,1e-05,TRUE,180,FALSE,1.015629921875,0.01,2023-08-22 14:57:59,0,0,2395,1,0.05,0,"MSFT230915P00180000"
16,"MSFT230915C00185000",141.9,144.85,1,266,0,0,2023-08-28 10:53:44,137.85,1.59424031005859,TRUE,185,FALSE,1.5625021875,0.01,2023-08-15 12:34:14,0,0,1664,2,2.13,0,"MSFT230915P00185000"
17,"MSFT230915C00190000",136.9,139.9,3,215,0,0,2023-08-22 14:40:10,134.35,1.54150619873047,TRUE,190,FALSE,0.812501875,0.01,2023-08-31 14:29:49,0,0,2733,20,0.01,0,"MSFT230915P00190000"
18,"MSFT230915C00195000",131.95,134.9,3,42,0,0,2023-08-31 10:44:58,134.35,1.47802995361328,TRUE,195,FALSE,0.7812521875,0.01,2023-08-24 12:33:47,0,0,1509,1,0.01,0,"MSFT230915P00195000"
19,"MSFT230915C00200000",127,129.9,5,4172,4.5,3.6144576,2023-09-01 11:20:57,129,1.41601854492188,TRUE,200,FALSE,0.7812521875,0.01,2023-09-01 10:34:04,0,0,7718,17,0.02,0,"MSFT230915P00200000"
20,"MSFT230915C00205000",122,124.95,3,128,0,0,2023-08-18 15:24:57,112,1.36572582763672,TRUE,205,FALSE,0.70312796875,0.01,2023-09-01 11:20:28,0,0,2294,1050,0.01,0,"MSFT230915P00205000"
21,"MSFT230915C00210000",117.3,119.95,10,471,0,0,2023-08-23 13:58:35,119.85,1.30615581298828,TRUE,210,FALSE,0.67187828125,0.02,2023-09-01 15:01:41,100,0.01,5549,68,0.01,0,"MSFT230915P00210000"
22,"MSFT230915C00215000",112.05,114.95,4,2646,0,0,2023-08-29 14:24:22,113.05,1.24756235595703,TRUE,215,FALSE,0.64062859375,0.02,2023-09-01 10:32:56,100,0.01,2637,300,0.01,0,"MSFT230915P00215000"
23,"MSFT230915C00220000",107.05,109.95,5,208,0,0,2023-08-22 13:33:39,103.69,1.19043373535156,TRUE,220,FALSE,0.64062859375,0.02,2023-09-01 12:48:19,100,0.01,4586,22,0.02,0,"MSFT230915P00220000"
24,"MSFT230915C00225000",102.05,104.9,1,5845,0,0,2023-08-28 15:53:33,99.1,1.125004375,TRUE,225,FALSE,0.632816171875,0.02,2023-09-01 13:43:16,100,0.01,7723,88,0.03,0,"MSFT230915P00225000"
25,"MSFT230915C00230000",97.05,100,3,1082,0,0,2023-08-31 12:58:18,97.82,1.08740690673828,TRUE,230,FALSE,0.5937540625,0.02,2023-09-01 14:27:13,0,0,4899,102,0.03,0,"MSFT230915P00230000"
26,"MSFT230915C00235000",92.1,95,3,4119,0,0,2023-08-22 13:40:38,89.06,1.03271968017578,TRUE,235,FALSE,0.601566484375,0.02,2023-09-01 13:48:03,100,0.01,7980,551,0.05,0.01,"MSFT230915P00235000"
27,"MSFT230915C00240000",87.4,89.8,1,1464,-0.80000305,-0.8958601,2023-09-01 15:22:47,88.5,0.946533737792969,TRUE,240,FALSE,0.60351958984375,0.03,2023-09-01 14:03:39,50,0.01,6445,201,0.1,0.01,"MSFT230915P00240000"
28,"MSFT230915C00245000",82.1,84.85,5,1485,0,0,2023-08-31 14:26:11,84.5,0.902833002929687,TRUE,245,FALSE,0.523442265625,0.03,2023-09-01 15:57:53,0,0,5264,260,0.04,0.01,"MSFT230915P00245000"
29,"MSFT230915C00250000",77.1,80.05,2,3519,0,0,2023-08-31 15:50:30,78.65,0.880616428222656,TRUE,250,FALSE,0.577152666015625,0.04,2023-09-01 14:42:02,33.333336,0.01,11302,108,0.2,0.02,"MSFT230915P00250000"
30,"MSFT230915C00255000",72.1,75,10,1532,-0.5,-0.67367285,2023-09-01 13:05:03,73.72,0.822023264160156,TRUE,255,FALSE,0.784670122070313,0.04,2023-09-01 15:26:33,33.333336,0.01,8041,433,2.16,0,"MSFT230915P00255000"
31,"MSFT230915C00260000",67.1,70,1,3040,0,0,2023-08-31 10:41:56,69.91,0.770998383789062,TRUE,260,FALSE,0.579594047851563,0.04,2023-09-01 15:01:40,-20.000004,-0.010000002,11710,494,0.58,0.01,"MSFT230915P00260000"
32,"MSFT230915C00265000",62.3,64.8,1,1538,-0.33000183,-0.5196879,2023-09-01 13:45:42,63.17,0.694827270507813,TRUE,265,FALSE,0.4335994140625,0.05,2023-09-01 15:49:08,0,0,9755,210,0.06,0.05,"MSFT230915P00265000"
33,"MSFT230915C00270000",57.2,59.85,4,3771,0,0,2023-08-31 13:28:27,58.81,0.6523472265625,TRUE,270,FALSE,0.4062559375,0.06,2023-09-01 14:56:23,0,0,4815,135,0.07,0.05,"MSFT230915P00270000"
34,"MSFT230915C00275000",52.2,55.15,1,2676,0.77000046,1.413623,2023-09-01 10:30:07,55.24,0.637454797363281,TRUE,275,FALSE,0.3789124609375,0.06,2023-09-01 14:58:56,-25,-0.02,5537,1237,0.08,0.06,"MSFT230915P00275000"
35,"MSFT230915C00280000",47.5,50.1,24,7600,0.86999893,1.7956634,2023-09-01 11:21:03,49.32,0.582279567871094,TRUE,280,FALSE,0.350592431640625,0.07,2023-09-01 15:53:08,-22.222225,-0.020000003,6001,187,0.09,0.05,"MSFT230915P00280000"
36,"MSFT230915C00285000",42.4,45.2,17,2360,-0.33000183,-0.75428987,2023-09-01 15:08:58,43.42,0.541996767578125,TRUE,285,FALSE,0.503178796386719,0.1,2023-09-01 15:46:29,-16.666664,-0.019999996,4124,325,2.22,0.08,"MSFT230915P00285000"
37,"MSFT230915C00287500",39.7,42.7,5,255,0.29999924,0.72376174,2023-09-01 10:07:01,41.75,0.516850534667969,TRUE,287.5,FALSE,0.307624111328125,0.1,2023-09-01 15:59:22,-28.571426,-0.04,622,54,0.11,0.1,"MSFT230915P00287500"
38,"MSFT230915C00290000",38.5,40.15,25,5068,0.10000229,0.25740615,2023-09-01 15:54:50,38.95,0.487309814453125,TRUE,290,FALSE,0.410894562988281,0.11,2023-09-01 15:59:31,-31.25,-0.049999997,5594,896,0.75,0.11,"MSFT230915P00290000"
39,"MSFT230915C00292500",34.75,37.75,4,373,0.45000076,1.2261602,2023-09-01 09:35:39,37.15,0.470952556152344,TRUE,292.5,FALSE,0.28321029296875,0.13,2023-09-01 15:58:11,-31.578949,-0.060000002,158,28,0.14,0,"MSFT230915P00292500"
40,"MSFT230915C00295000",32.4,35.3,8,2163,-1.0300026,-2.9725904,2023-09-01 15:00:51,33.62,0.449590465087891,TRUE,295,FALSE,0.27149166015625,0.15,2023-09-01 15:55:00,-37.499996,-0.08999999,5220,551,0.16,0.08,"MSFT230915P00295000"
41,"MSFT230915C00297500",29.8,32.8,2,225,-0.049999237,-0.15527713,2023-09-01 09:44:45,32.15,0.424078024902344,TRUE,297.5,FALSE,0.258308198242188,0.17,2023-09-01 15:59:59,-39.285713,-0.11,607,57,0.18,0,"MSFT230915P00297500"
42,"MSFT230915C00300000",27.35,30.35,484,12622,0.14999962,0.511072,2023-09-01 15:59:14,29.5,0.402105588378906,TRUE,300,FALSE,0.246589565429688,0.2,2023-09-01 15:58:21,-39.39394,-0.13000001,22103,1196,0.21,0.19,"MSFT230915P00300000"
43,"MSFT230915C00302500",25.15,27.85,5,197,0.70000076,2.7131813,2023-09-01 11:25:22,26.5,0.376104871826172,TRUE,302.5,FALSE,0.252937158203125,0.26,2023-09-01 15:49:39,-36.585365,-0.15,469,363,0.36,0.04,"MSFT230915P00302500"
44,"MSFT230915C00305000",22.5,25.45,21,3085,-0.7800007,-3.1707342,2023-09-01 15:00:51,23.82,0.356695886230469,TRUE,305,FALSE,0.227058510742187,0.31,2023-09-01 15:59:31,-40.384613,-0.20999998,7737,670,0.32,0.25,"MSFT230915P00305000"
45,"MSFT230915C00307500",20.1,23.05,24,206,-1,-4.4444447,2023-09-01 15:45:53,21.5,0.336310347900391,TRUE,307.5,FALSE,0.260383372802734,0.4,2023-09-01 15:57:21,-37.499996,-0.23999998,1042,605,0.83,0.3,"MSFT230915P00307500"
46,"MSFT230915C00310000",17.7,20.75,137,7238,0.34000015,1.7480727,2023-09-01 15:59:27,19.79,0.320807573242187,TRUE,310,FALSE,0.211189528808594,0.51,2023-09-01 15:59:22,-37.03704,-0.3,12573,1190,0.54,0.5,"MSFT230915P00310000"
47,"MSFT230915C00312500",15.4,18.45,21,219,-0.049999237,-0.28735194,2023-09-01 11:10:11,17.35,0.303473762207031,TRUE,312.5,FALSE,0.203621245117187,0.73,2023-09-01 15:47:43,-31.132069,-0.32999992,1388,1028,0.71,0.66,"MSFT230915P00312500"
48,"MSFT230915C00315000",13.35,16.2,117,3342,-0.29999924,-1.9801929,2023-09-01 15:43:15,14.85,0.286872365722656,TRUE,315,FALSE,0.197151583251953,0.92,2023-09-01 15:59:16,-33.333332,-0.45999998,8101,2098,0.95,0.9,"MSFT230915P00315000"
