"Indx","Call_ContractID","Call_Bid","Call_Ask","Call_Vol","Call_OI","Call_PrChg","Call_PrChgPct","Call_LastTrTime","Call_LastPr","Call_ImplVol","Call_ITM","Strike","Put_ITM","Put_ImplVol","Put_LastPr","Put_LastTrTime","Put_PrChgPct","Put_PrChg","Put_OI","Put_Vol","Put_Ask","Put_Bid","Put_ContractID"
1,"MSFT230915C00110000",227,230.45,3,16,2.75,1.2176223,2023-09-14 15:54:40,228.6,5.0312537109375,TRUE,110,FALSE,4.812503984375,0.01,2023-08-11 14:31:24,0,0,1764,1,0.03,0,"MSFT230915P00110000"
2,"MSFT230915C00115000",222,225.4,1,16,1.8500061,0.8374858,2023-09-14 09:53:33,222.75,0.500005,TRUE,115,FALSE,4.2500046875,0.01,2023-08-16 13:13:48,0,0,1477,1,0.01,0,"MSFT230915P00115000"
3,"MSFT230915C00120000",217.05,220.45,2,53,7.599991,3.5705853,2023-09-14 11:14:05,220.45,4.95312880859375,TRUE,120,FALSE,4.312504609375,0.01,2023-07-26 13:53:51,0,0,2510,1,0.02,0,"MSFT230915P00120000"
4,"MSFT230915C00125000",212.3,215.45,20,262,0,0,2023-08-24 15:29:04,197.25,5.437503203125,TRUE,125,FALSE,4.312504609375,0.01,2023-07-20 12:22:01,0,0,1153,6,0.03,0,"MSFT230915P00125000"
5,"MSFT230915C00130000",207.3,210.5,3,273,0,0,2023-09-13 10:29:32,203.63,5.31640960449219,TRUE,130,FALSE,4.312504609375,0.02,2023-07-27 14:58:26,0,0,3955,3,0.05,0,"MSFT230915P00130000"
6,"MSFT230915C00135000",202.1,205.1,10,268,0,0,2023-09-13 12:25:24,200.6,6.80078274902344,TRUE,135,FALSE,5.26172217285156,0.02,2023-07-27 15:58:43,0,0,1226,3,0.5,0,"MSFT230915P00135000"
7,"MSFT230915C00140000",101.25,105,4,315,0,0,2022-12-14 14:46:44,121.31,1e-05,TRUE,140,FALSE,3.50000125,0.01,2023-08-07 13:05:38,0,0,754,1,0.01,0,"MSFT230915P00140000"
8,"MSFT230915C00145000",192.45,195.4,1,77,0,0,2023-09-13 15:07:06,190.05,4.812503984375,TRUE,145,FALSE,6.02539309326172,0.02,2023-07-21 15:52:21,0,0,372,1,2.13,0,"MSFT230915P00145000"
9,"MSFT230915C00150000",187.75,189.75,1,43,0,0,2023-09-13 10:39:36,184.6,3.93750015625,TRUE,150,FALSE,3.250001875,0.01,2023-09-11 11:37:09,0,0,1201,1,0.01,0,"MSFT230915P00150000"
10,"MSFT230915C00155000",0,0,8,265,0,0,2023-05-16 14:39:54,159.36,1e-05,TRUE,155,FALSE,3.1250021875,0.01,2023-08-09 10:49:33,0,0,1529,4,0.01,0,"MSFT230915P00155000"
11,"MSFT230915C00160000",156.6,158.9,11,125,0,0,2023-07-18 12:34:47,206.45,1e-05,TRUE,160,FALSE,3.0000025,0.01,2023-08-29 13:21:05,0,0,2077,3,0.01,0,"MSFT230915P00160000"
12,"MSFT230915C00165000",78.85,82.25,19,279,0,0,2022-12-14 14:47:16,98.57,1e-05,TRUE,165,FALSE,2.8750028125,0.01,2023-08-30 14:24:07,0,0,1242,2,0.01,0,"MSFT230915P00165000"
